大学八级英语单词|abase|英[ə'beɪs] 美[ə'beɪs]|v.降低……的地位；降低……的品格；贬低|The president is not willing to abase himself before the nation.|总统不愿在全国人民面前降低自己的威信。|大学八级英语单词
大学八级英语单词|alienate|英['eɪliəneɪt] 美['eɪliəneɪt]|vt.使疏远；离间；让与；麻木|We'd better not alienate ourselves from the colleagues.<br>The Prime Minister's policy alienated many of her followers.<br>His attempts to alienate the two friends failed.<br>She tried to alienate him from his brother<br>The law required all citizens to alienate their property to the government.<br>The executive could not alienate any part of our territory.<br>The numbing labor tended to alienate workers.|我们最好还是不要与同事们疏远。<br>首相的政策使很多拥护她的人疏远了她。<br>他离间那一对朋友的企图失败了。<br>她企图离间他和他的兄弟。<br>这部法律要求所有的公民都要把他们的财产转让给政府。<br>行政官员不能将我们领土的任何部分让给他人。<br>枯燥的工作可以使工人变得麻木|大学八级英语单词
大学八级英语单词|alliterate|英[ə'lɪtəreɪt] 美[ə'lɪtəˌreɪt]|v.（使）押头韵|The four T's alliterate well.<br>the letter with which they alliterate|这四个 T 头韵押得有韵味。<br>他们使用头韵法所用的字母|大学八级英语单词
大学八级英语单词|allude|英[ə'luːd] 美[ə'luːd]|v.暗示；暗指|I didn't allude to anything or anybody.<br>He did not even allude to his brother's engagement to Mary.<br>What were you alluding to just now?|我并未影射任何人或任何事。<br>他兄弟与玛丽订婚的事他只字未提。<br>你刚才指的是什么？|大学八级英语单词
大学八级英语单词|aloft|英[ə'lɒft] 美[ə'lɔːft]|adv.在高处；在空中；在桅杆上<br>prep.在……上|The balloon went aloft.<br>Currents of warm air keep the hang-gliders aloft.<br>The sailor climbed aloft to look for land.|气球升向天空。<br>悬挂式滑翔机借着暖气流在高空飞行。<br>那个水手爬上桅顶寻找陆地。|大学八级英语单词
大学八级英语单词|aloof|英[ə'luːf] 美[ə'luːf]|adj.疏远的；冷淡的<br>adv.远离地|She had always kept herself aloof from the boys in class.|她一直和班上的男同学保持疏远的关系。|大学八级英语单词
大学八级英语单词|alphabetical|英[ˌælfə'betɪkl] 美[ˌælfə'betɪkl]|adj.按字母表顺序的|Put these words in alphabetical order.|把这些字按字母表顺序排列起来。|大学八级英语单词
大学八级英语单词|altruism|英['æltruɪzəm] 美['æltruɪzəm]|n.利他主义；利他|Anonymity is the truest expression of altruism.<br>Altruism, according to the text books, has two forms.<br>His altruism won the neighbors' respect.<br>Ambitionthat is masked as altruism.|不记名是利他主义最真的表现。<br>根据书本上的解释，利他主义有两种表现形式。<br>他那利他的行为赢得了邻居的尊敬。<br>利他主义掩盖下的野心。|大学八级英语单词
大学八级英语单词|amalgamate|英[ə'mælɡəmeɪt] 美[ə'mælɡəmeɪt]|v.合并；混合|Our local brewery has amalgamated with another firm.<br>There are plans to amalgamate the village school with a larger one nearby.|我们本地的酿酒厂与另一个公司合并了。<br>有计划让乡村学校和附近一所规模较大的学校合并。|大学八级英语单词
大学八级英语单词|amble|英['æmbl] 美['æmbl]|n.溜蹄；缓行漫步<br>v.缓行；溜蹄|The horse is walking at an amble.<br>"Sure." I laugh, slowing to an easy amble.<br>He came ambling down the road.<br>Leakey is an infant, but old enough to amble through the canopy on his own.<br>Every evening,they amble along the bank.|这匹马正在溜蹄行走。<br>「当然可以，」我笑起来，减下步伐，慢慢地走。<br>他沿路溜溜达达地来了。<br>利基虽然是一个幼龄猩猩，但它也能在属于它自己的丛林上漫步。<br>这匹马正在溜蹄行走。|大学八级英语单词
大学八级英语单词|ambrosial|英[æm'brəʊʒɪəl] 美[æm'broʊʒɪəl]|adj.美味佳肴的；芳香的；神的；适用于神的|The ambrosial scent of the flowers filled the air.|花朵散发出的甘美香气充满了空气。|大学八级英语单词
大学八级英语单词|ameliorate|英[ə'miːliəreɪt] 美[ə'miːliəreɪt]|vt.使改善；使变好<br>vi.改善；变好|Everyone wishes to ameliorate his own condition .<br>He works hard to ameliorate his family's poor circumstances.<br>It is not clear what can be done to ameliorate the situation.<br>Self-talk can thus ameliorate our status.<br>Steps have been taken to ameliorate the situation.<br>The situation has ameliorated.|改善自己境况的愿望人皆有之。<br>他努力地工作以改善家庭的穷困。<br>不清楚我们能做些什么来改变这个情况。<br>因此，与自己对话可以改善我们的现状。<br>已经采取措施以改善局面。<br>情况好转。|大学八级英语单词
大学八级英语单词|amenable|英[ə'miːnəbl] 美[ə'miːnəbl]|adj.顺从的；通情达理的；经得起检验的；对……负有义务的|We are amenable to the law .<br>He is proud that his wife is amenable to reason.<br>This case is not amenable to the normal rules.<br>We are amenable to discipline.|我们应该服从法律。<br>他的妻子是个通情达理的人，为此他引以为豪。<br>这件事经不起常规的检验。<br>我们有遵守纪律的义务。|大学八级英语单词
大学八级英语单词|amenity|英[ə'miːnəti] 美[ə'menəti]|n.适意；舒适；便利设施<br>（复）amenities：礼仪；礼节。|He immediately noticed the amenity of his new surroundings.<br>People who retire to the country often miss the amenity of a town.<br>A sauna in the hotel would be a useful amenity.|他立刻觉察到了新环境的宜人之处。<br>退居到乡村的人们时常怀念城市舒适的生活。<br>旅馆中的芬兰蒸汽浴室倒是个有益的好设施。|大学八级英语单词
大学八级英语单词|amiable|英['eɪmiəbl] 美['eɪmiəbl]|adj.和蔼的；亲切的|The hostess received her friends with an amiable smile.<br>You can sort out any differences you have in an amiable manner.|女主人带着亲切的微笑迎接朋友们的到来。<br>你可以以温柔亲切的主式澄清所有的误会。|大学八级英语单词
大学八级英语单词|amicable|英['æmɪkəbl] 美['æmɪkəbl]|adj.友好的；和睦的|We came to an amicable agreement.<br>Especially when you've established a long-term good business relationship with us,it is usually much easier to handle the disputes through amicable negotiations.|我们达成了友好的协议。<br>尤其当我们双方之间建立了长期友好的贸易关系以后，通过友好协商来解决争议就更容易了。|大学八级英语单词
大学八级英语单词|amorphous|英[ə'mɔːfəs] 美[ə'mɔːrfəs]|adj.无定形的；杂乱的；非结晶的|It is an amorphous colorless or white powder.<br>I really can't understand his amorphous ideas.<br>Microscopically the ores are medium grained to amorphous.|它是一种无定形的无色或白色粉末。<br>我真的弄不懂他那些乱七八糟的想法。<br>显微镜下，矿石为中粒至非晶质。|大学八级英语单词
大学八级英语单词|amulet|英['æmjʊlət] 美['æmjʊlət]|n.护身符|Around the man's neck was his father's amulet.<br>The amulet she is wearing has been blessed by eminent monks.|那个人的脖子上还带着他父亲的护身符。<br>她戴的那个护身符，是经过寺院高僧开光的。|大学八级英语单词
大学八级英语单词|anaerobic|英[ˌæneə'rəʊbɪk] 美[ˌæne'roʊbɪk]|adj.厌氧的|The anaerobic exercise is good for your muscle.<br>The anaerobic breakdown of glucose is called glycolysis.|无氧运动有助于锻炼肌肉。<br>厌氧分解葡萄糖称为酵解。|大学八级英语单词
大学八级英语单词|analgesic|英[ˌænəl'dʒiːzɪk] 美[ˌænəl'dʒiːzɪk]|n.镇痛剂<br>adj.止痛的|Aspirin is a mild analgesic.<br>The roots can be used medicinally as an analgesic.<br>Propofol has no muscle relaxant or analgesic properties.|阿司匹林是药性平和的止痛药。<br>根罐装可药用作为一种止痛药。<br>异丙酚没有肌松和镇痛作用。|大学八级英语单词
大学八级英语单词|anarchist|英['ænəkɪst] 美['ænərkɪst]|n.无政府主义者|This work is about the life of an anarchist.<br>I did my best to comfort them and assure them I was not an anarchist.|这部作品介绍了一个无政府主义者的生活。<br>我尽量安抚他们并让它们明白我并不是一个无政府主义者。|大学八级英语单词
大学八级英语单词|anathema|英[ə'næθəmə] 美[ə'næθəmə]|n.咒逐；革出教门；被咒逐的人（物）；令人极其讨厌的事|Racial prejudice is (an) anathema to me.<br>Government-run health care is still anathema to many Americans.|我对种族偏见深恶痛绝。<br>很大一部分美国人仍旧对政府经营的卫生保健不存好感。|大学八级英语单词
大学八级英语单词|ancillary|英[æn'sɪləri] 美['ænsəleri]|adj.辅助的；附属的<br>n.助手；辅助设备|The transport corps is ancillary to the infantry.<br>Practice in the deft use of words may well be ancillary to the study of science.<br>Expensive ancillary equipment was required for the operation to work.|运输队是步兵的辅助部队。<br>熟练使用文字的练习对于科学的研究也是有帮助的。<br>操作这样的系统曾需要昂贵的辅助设备。|大学八级英语单词
大学八级英语单词|anemic|英[ə'niːmɪk] 美[ə'niːmɪk]|adj.贫血的；患贫血症的<br>adj.无活力的<br>=anaemic（英）|She felt anemic after days of illness.|她在生病几天后感到虚弱。|大学八级英语单词
大学八级英语单词|anesthetic|英[ˌænəs'θetɪk] 美[ˌænəs'θetɪk]|n.麻醉剂；麻药<br>adj.麻醉的；无知觉的|Pharmacologically, alcohol is an anesthetic, not a stimulant.<br>The decay is very deep, so I will use a local anesthetic before drilling.<br>Spinal anesthesia results from the infection of a local anesthetic into the cerebrospinal fluid.<br>Aldehydes possess anesthetic properties.<br>However, the goal of the anesthetic is to allow for patient discharge shortly after the procedure's completion.|从药理学上讲酒精是麻醉剂，而不是兴奋剂。<br>龋洞很深，在钻牙前我将给您打一针麻药。<br>脊椎麻醉将局麻药注入脑脊液。<br>醛类具有麻醉的作用。<br>这种麻醉的特点就是允许病人术后早期离开。|大学八级英语单词
大学八级英语单词|anhydrous|英[æn'haɪdrəs] 美[æn'haɪdrəs]|adj.无水的|Anhydrous substances contain no water.|无水物质不含有水。|大学八级英语单词
大学八级英语单词|animate|英['ænɪmeɪt] 美['ænɪmeɪt]|v.使有生气；赋予生命；鼓励<br>adj.有生命的；有活力的|A smile animated her face.<br>Jim's arrival served to animate the whole party.<br>Animated by fresh hope, he started again.<br>His excitement animated us all.<br>The dog lay so still it scarcely seemed animate.|一丝笑容使她脸上平添了生气。<br>吉姆的到来使聚会的整个气氛活跃了起来。<br>他在新希望的激励之下，又从头做起。<br>他的激昂情绪振奋了我们大家。<br>那条狗卧着一动也不动，简直不像活的。|大学八级英语单词
大学八级英语单词|animus|英['ænɪməs] 美['ænɪməs]|n.基本态度；主导精神；敌意；[心理]（女性人格中的）男性基质|They are full of animus towords us.<br>His criticisms are clearly colored by animus.|他们对我们怀有敌意。<br>批判明显带有敌意。|大学八级英语单词
大学八级英语单词|annals|英['ænlz] 美['ænlz]|n.纪年表；年鉴；年报|His name will go down in the annals.<br>The tournament added a brilliant page to the annals of world table-tennis.<br>The research is published in the current issue of the Annals of Internal Medicine.<br>The annals of the society have been published.|他的名字将载入编年史。<br>这次比赛给世界乒乓球史增添了光辉的一页。<br>该研究发表在最近一期内科学年鉴上。<br>社会年刊已经出版了。|大学八级英语单词
